Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),,,Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
APLLTD,ALEMBIC PHARMACEUT,1.38E+11,725.75,3.31696206,3.64895744,334637,242862802.8,718.2956235,731.8708531,756.350943,813.7800121,52832800000,Health Technology,10905200000,13.611,,25-Feb-22,,,,,,,,,,,,,,,,,,
KEC,KEC INTERNATIONAL,1.14E+11,457.9,3.27018493,-1.89608998,106810,48908299,467.0202441,478.0779777,480.0924192,448.6346165,1.31E+11,Industrial Services,10063700000,9.96943,,25-Feb-22,,,,,,,,,,,,,,,,,,
KSB,KSB LTD,33504288137,999,3.26648749,-7.25095163,72087,72014913,1050.172012,1099.471072,1165.74602,1122.896215,12010040000,Producer Manufacturing,2283000000,11.6587,,25-Feb-22,,,,,,,,,,,,,,,,,,
TRIVENI,TRIVENI ENGINEERIN,58081665585,248.45,3.26267664,-6.05029306,1050169,260914488.1,259.3315741,262.1314356,251.7892582,201.4467902,44883851000,Process Industries,6239900000,7.9515,,25-Feb-22,,,,,,,,,,,,,,,,,,
MANGCHEFER,MANGALORE CHEMICAL,7999772758,69.65,3.26167532,-7.00934579,172339,12003411.35,72.79318213,74.69220555,74.71991012,72.37524311,11134257000,Process Industries,1959008000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
DISHTV,DISH TV INDIA LTD,25501368995,14.3,3.24909747,-12,2727149,38998230.7,15.21248384,15.76280276,16.62440996,16.10442294,32493600000,Consumer Services,17177400000,1.15467,,25-Feb-22,,,,,,,,,,,,,,,,,,
CAMS,COMPUTER AGE MNGT SER LTD,1.12E+11,2358.35,3.24847317,-3.55580092,177604,418852393.4,2416.904815,2515.450215,2664.519709,2690.602568,7054958000,Finance,4010101000,28.9773,,25-Feb-22,,,,,,,,,,,,,,,,,,
MAPMYINDIA,C.E. INFO SYSTEMS LTD,72732561103,1410.1,3.20196143,-1.46051712,211089,297656598.9,1417.635857,1454.529748,,,1524630000,Industrial Services,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
SHK,S H KELKAR AND COM,19799045052,145.1,3.20056899,-2.05872427,188665,27375291.5,146.6052558,149.8082351,153.5703887,151.1324752,13167700000,Process Industries,2218400000,7.79277,,25-Feb-22,,,,,,,,,,,,,,,,,,
INOXLEISUR,INOX LEISURE LTD,47594643910,402.6,3.19108035,-2.57713249,407929,164232215.4,402.7528842,401.5808251,394.7970628,364.4556149,994670000,Consumer Services,-463700000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
PGHH,PROCTER&GAMBLE IND,4.87E+11,15491.75,3.18374823,-1.77034357,21809,337859575.8,15437.89802,15400.52176,15276.45106,14249.14831,35741400000,Consumer Non-Durables,8090000000,47.6176,4.91E+11,25-Feb-22,,,,,,,,,,,,,,,,,,
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,1.39E+11,974.55,3.18157755,-6.4596631,371723,362262649.7,1011.137171,1062.170376,1153.971463,1115.498714,7734100000,Technology Services,2411900000,38.0744,,25-Feb-22,,,,,,,,,,,,,,,,,,
SKFINDIA,SKF INDIA,1.61E+11,3350.05,3.15463727,-3.84057867,28073,94045953.65,3416.470482,3512.625507,3627.745645,3239.549083,26707300000,Producer Manufacturing,5449400000,24.3108,,25-Feb-22,,,,,,,,,,,,,,,,,,
SUPPETRO,SUPREME PETROCHEM,60558714897,664.9,3.14123943,0.74242424,45147,30018240.3,665.2504574,674.7642897,687.4871149,653.4501059,31808532000,Process Industries,9139672000,4.96474,,25-Feb-22,,,,,,,,,,,,,,,,,,
AUTOAXLES,AUTOMOTIVE AXLES,21967672632,1496.95,3.13479624,1.61903469,8456,12658209.2,1481.332198,1488.509072,1474.918776,1337.030321,9055740000,Producer Manufacturing,1173840000,22.3806,,25-Feb-22,,,,,,,,,,,,,,,,,,
GTLINFRA,GTL INFRASTRUCTURE,19818622780,1.65,3.125,-8.33333333,91971661,151753240.7,1.74332571,1.84493147,1.91324826,1.7399559,14096800000,Communications,4012900000,13.5297,,25-Feb-22,,,,,,,,,,,,,,,,,,
SATIA,SATIA INDUSTRIES LTD,8805000305,90.9,3.11968236,-6.33693972,186041,16911126.9,94.74903842,96.39472933,95.51611957,93.52023027,5874207000,Process Industries,1713989000,8.44608,,25-Feb-22,,,,,,,,,,,,,,,,,,
APARINDS,APAR INDUSTRY LTD,22733470703,613.9,3.11581423,-5.94453807,61162,37547351.8,621.5288313,649.1219743,689.6114395,642.2354056,63747000000,Producer Manufacturing,4733100000,4.26742,,25-Feb-22,,,,,,,,,,,,,,,,,,
SJVN,SJVN LTD,1.07E+11,28.15,3.11355311,-7.09570957,2523125,71025968.75,29.05484265,29.66549604,29.83882548,28.43227662,24853900000,Utilities,18253200000,5.92266,,25-Feb-22,,,,,,,,,,,,,,,,,,
WHIRLPOOL,WHIRLPOOL OF INDIA,2.05E+11,1674.65,3.11249307,-1.7512467,152166,254824791.9,1690.357907,1728.001068,1808.512581,2025.089297,58983800000,Consumer Durables,4577500000,47.5365,,25-Feb-22,,,,,,,,,,,,,,,,,,
AARTIDRUGS,AARTI DRUGS LTD,42049659872,467.45,3.098809,-6.20987159,126175,58980503.75,486.7930256,497.4499582,514.578776,578.0416283,21547798000,Health Technology,3243600000,15.3517,,25-Feb-22,,,,,,,,,,,,,,,,,,
BARBEQUE,BARBEQUE NATION HOSP. LTD,45807509225,1217.4,3.08213378,-9.32856664,115706,140860484.4,1287.417111,1332.532289,1369.588379,1143.346106,5070820000,Consumer Services,1347030000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
DBREALTY,DB REALTY LTD,21698681881,92,3.08123249,-14.6567718,1391511,128019012,100.6956085,99.15831178,82.92861594,49.52510368,468336000,Finance,-653155000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
AMBER,AMBER ENTERPRISES,1.06E+11,3241.25,3.07843979,-2.760069,36257,117518001.3,3299.817593,3361.892892,3383.252902,3179.894606,30274458000,Consumer Durables,2912783000,47.5348,,25-Feb-22,,,,,,,,,,,,,,,,,,
TATAINVEST,TATA INVESTMENT,64802461131,1321.35,3.06942278,-6.14412047,21552,28477735.2,1368.700877,1401.885478,1426.906859,1332.095353,1250177000,Finance,2094087000,35.2941,,25-Feb-22,,,,,,,,,,,,,,,,,,
ALANKIT,ALANKIT LTD,1879898952,13.55,3.0418251,-12.58064516,1300715,17624688.25,14.86630097,15.76934166,16.41971033,16.90964531,1150110000,Technology Services,182044000,13.4344,,25-Feb-22,,,,,,,,,,,,,,,,,,
CSBBANK,CSB BANK LTD,36614183808,217.15,3.03677343,-6.60215054,224889,48834646.35,228.6409674,236.1602898,247.1950269,269.5438216,21985097000,Finance,,,,25-Feb-22,,,,,,,,,,,,,,,,,,
RECLTD,REC LTD,2.31E+11,120.55,3.03418803,-4.51485149,4421394,532999046.7,125.5483614,129.4238063,133.7019146,139.3383459,3.57E+11,Finance,1.58E+11,10.4327,,25-Feb-22,,,,,,,,,,,,,,,,,,
TNPL,TAMIL NADU NEWSPRI,8274127657,125.75,3.03154445,-0.59288538,215073,27045429.75,125.7510432,125.681442,125.767503,131.5836104,27748316000,Process Industries,3297700000,13.2958,,25-Feb-22,,,,,,,,,,,,,,,,,,
CAPLIPOINT,CAPLIN POINT LABOR,50153285891,680.3,3.02112516,-11.43080328,110486,75163625.8,731.849307,759.4543367,789.0277534,755.1063237,10482575000,Health Technology,3804300000,8.26188,,25-Feb-22,,,,,,,,,,,,,,,,,,
OPTIEMUS,OPTIEMUS INFRACOM,19960381984,240.65,3.01797945,-15.72404132,167983,40425108.95,267.8625553,281.5465531,296.6157108,257.725297,1815000000,Distribution Services,-783500000,,,25-Feb-22,,,,,,,,,,,,,,,,,,
HAL,HINDUSTAN AERONAUT,4.26E+11,1314.6,3.00489716,-2.32920985,543508,714495616.8,1324.64743,1343.777807,1342.271179,1243.539105,2.24E+11,Electronic Technology,56354100000,4.63378,,25-Feb-22,,,,,,,,,,,,,,,,,,
VIKASLIFE,VIKAS LIFECARE LTD,5462780146,5.15,3,-6.36363636,9547517,49169712.55,5.47431851,5.74980517,5.48182834,3.98501398,749945758,Distribution Services,56325000,28.9297,,25-Feb-22,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASAHISONG,ASAHI SONGWON COLO,2953294155,259,5.75745202,-0.80428954,286099,74099641,258.4760432,266.3107172,279.8808076,2806550000,Process Industries,420873000,9.91507,,24-Feb-22,,,,,,,,,,,,,,,,,,,
FMGOETZE,FED MOGUL GOETZE,13977572579,265,5.36779324,16.66299802,2348271,622291815,246.1975143,241.2920653,239.0973726,11036151000,Producer Manufacturing,1774113000,10.8122,,24-Feb-22,,,,,,,,,,,,,,,,,,,
GRWRHITECH,GARWARE HI-TECH FILMS LIM,15841008081,712,4.65201734,-0.3010572,234279,166806648,714.3951772,,,9738989000,Process Industries,2347200000,7.38612,,24-Feb-22,,,,,,,,,,,,,,,,,,,
DHANUKA,DHANUKA AGRITECH,31778061115,705,3.44827586,-2.53680791,234657,165433185,713.0026096,728.7826777,744.3087574,13874687000,Process Industries,2629197000,,,24-Feb-22,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANITRANS,ADANI TRANSMISS.IN,2.17E+12,2060.15,4.62393987,6.60267522,170462,351177289.3,1979.562258,1973.816166,1928.458323,98739300000,Utilities,40882900000,32.5342,,23-Feb-22,,,,,,,,,,,,,,,,,,,
ATGL,ADANI TOTAL GAS LTD,1.74E+12,1641.8,3.42047244,-2.64180034,104403,171408845.4,1682.405215,1726.914308,1734.077796,16956000000,Utilities,8465300000,149.17,,23-Feb-22,,,,,,,,,,,,,,,,,,,
GLAND,GLAND PHARMA LTD,5.33E+11,3356.1,3.3886818,-1.65995165,190241,638467820.1,3358.810388,3426.77951,3539.379903,34236370000,Health Technology,14894660000,28.3522,,23-Feb-22,,,,,,,,,,,,,,,,,,,
UNIONBANK,UNION BK OF INDIA,2.80E+11,42.55,4.03422983,-3.9503386,8400504,357441445.2,43.59327864,44.51040243,44.93716403,8.32E+11,Finance,,,-34976600000,23-Feb-22,,,,,,,,,,,,,,,,,,,
TRIDENT,TRIDENT LTD,2.60E+11,52.75,3.53287537,-7.94066318,5011127,264336949.3,54.68224752,56.46074034,55.4665678,43066300000,Process Industries,14183200000,14.7897,,23-Feb-22,,,,,,,,,,,,,,,,,,,
CGPOWER,CG POWER AND INDUS,2.29E+11,174.75,3.24963072,4.76618705,1822562,318492709.5,172.5180636,174.5019793,173.8122593,29639500000,Producer Manufacturing,320000000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
PRESTIGE,PRESTIGE ESTATES P,1.72E+11,450.25,4.85561248,1.60216631,1192777,537047844.3,448.0132831,457.3820552,464.0293005,74332000000,Consumer Durables,19076000000,7.01992,,23-Feb-22,,,,,,,,,,,,,,,,,,,
CHAMBLFERT,CHAMBAL FERTILISER,1.53E+11,380.3,3.68047983,-2.29929351,1337988,508836836.4,384.5565299,396.2943601,402.6361346,54391700000,Process Industries,22347700000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
VTL,VARDHMAN TEXTILES,1.42E+11,2586.65,4.78418505,-0.99515817,108890,281660318.5,2540.055678,2523.557553,2432.702664,60805300000,Process Industries,21034300000,10.4013,,23-Feb-22,,,,,,,,,,,,,,,,,,,
APLLTD,ALEMBIC PHARMACEUT,1.37E+11,718.55,3.60464278,-2.37092391,485513,348865366.2,719.7922277,735.6799064,759.8509799,52832800000,Health Technology,10905200000,13.611,,23-Feb-22,,,,,,,,,,,,,,,,,,,
FINEORG,FINE ORGANIC IND,1.16E+11,3963.35,4.76322641,0.79730417,26213,103891293.6,3895.96414,3875.9187,3793.781532,11332184000,Process Industries,2532254000,33.4813,,23-Feb-22,,,,,,,,,,,,,,,,,,,
MEDPLUS,MEDPLUS HEALTH SERV LTD,1.14E+11,988.65,3.83888247,-12.71354787,164294,162429263.1,1043.457788,1077.53854,,30692690000,Retail Trade,,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
ANGELONE,ANGEL ONE LTD,1.06E+11,1324,3.06309111,0.98390664,434806,575683144,1313.380646,1322.690703,1299.328947,12874190000,Finance,7354850000,3.321,66541700000,23-Feb-22,,,,,,,,,,,,,,,,,,,
TV18BRDCST,TV18 BROADCAST LTD,1.00E+11,61.2,4.52604611,-8.31460674,10563240,646470288,63.52318484,62.16208257,56.21091584,44976200000,Consumer Services,10631000000,8.26236,,23-Feb-22,,,,,,,,,,,,,,,,,,,
WELSPUNIND,WELSPUN INDIA,96488933046,112.3,5.39652745,-3.89388104,2423521,272161408.3,115.5290376,122.4794539,132.5585559,69081870000,Consumer Non-Durables,14940900000,11.3732,,23-Feb-22,,,,,,,,,,,,,,,,,,,
BALAMINES,BALAJI AMINES LTD,90269188721,2905.25,4.23169375,-4.67714417,95190,276550747.5,2977.492168,3093.956013,3248.027019,13083867676,Process Industries,5620059000,15.6938,,23-Feb-22,,,,,,,,,,,,,,,,,,,
GRAPHITE,GRAPHITE INDIA,89325724461,472.05,3.25932407,-6.66337123,617663,291567819.2,488.1918328,497.9405007,499.8992155,19376900000,Process Industries,5350000000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
CENTURYTEX,CENTURY TEXT & IND,84017490890,775.4,3.11855841,-5.53694341,338661,262597739.4,801.2490027,830.6296173,859.6143272,25815700000,Process Industries,4056800000,31.5544,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SUZLON,SUZLON ENERGY LTD,83773167794,9.5,3.26086957,-6.40394089,64946331,616990144.5,10.00133043,10.36818798,10.05214699,33457200000,Utilities,7474600000,20.0899,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SAPPHIRE,SAPPHIRE FOODS INDIA LTD,83215305806,1356,3.97178347,-6.93205216,74492,101011152,1369.802782,1361.022056,1298.973557,10196190000,Consumer Services,,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
NLCINDIA,NLC INDIA LTD,82088887581,61.4,3.71621622,-7.11043873,1713666,105219092.4,64.4680452,65.93389671,65.43976187,97754100000,Utilities,39437300000,11.8626,,23-Feb-22,,,,,,,,,,,,,,,,,,,
MASTEK,MASTEK,77524687745,2687.6,3.17280562,1.64901664,77649,208689452.4,2646.215363,2694.230052,2780.769019,17218600000,Technology Services,4513500000,7.27615,,23-Feb-22,,,,,,,,,,,,,,,,,,,
JUBLINGREA,JUBILANT INGREVIA LTD,76192135816,504.6,5.50967067,-4.64852608,639946,322916751.6,522.2922522,542.1055711,567.1121902,6834450000,Process Industries,8065800000,9.36576,,23-Feb-22,,,,,,,,,,,,,,,,,,,
WESTLIFE,WESTLIFE DEVELOPMENT LTD,71833448878,473.05,3.45544013,-1.15963226,240854,113935984.7,467.9866475,479.2379159,507.2297879,9773220000,Finance,1751782000,125.2,,23-Feb-22,,,,,,,,,,,,,,,,,,,
ECLERX,ECLERX SERVICES,71170811401,2217.05,5.25303836,-4.89049999,71328,158137742.4,2251.291775,2333.214872,2399.342221,15644910000,Technology Services,6360210000,7.00101,,23-Feb-22,,,,,,,,,,,,,,,,,,,
HLEGLAS,HLE GLASCOAT LTD,70807685228,5366.6,3.67336688,-4.5479608,9853,52877109.8,5591.826537,5834.039152,5998.299549,4844893000,Producer Manufacturing,984866000,31.6989,,23-Feb-22,,,,,,,,,,,,,,,,,,,
EIDPARRY,E.I.D.-PARRY(INDIA,70280547588,420.05,6.01968703,-1.0715968,518476,217785843.8,426.7938693,444.0708917,459.522901,1.51E+11,Process Industries,20962800000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
PRIVISCL,PRIVI SPECIALITY CHE LTD,69359733035,1843.5,3.61398381,-3.09099511,11535,21264772.5,1878.654228,1922.061886,1923.240402,12695777000,Process Industries,2188458000,18.6568,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SOBHA,SOBHA LTD,69109435081,768.15,5.37759791,-5.2602368,540273,415010705,790.324075,821.9913883,846.6250636,21097790000,Finance,8346000000,10.1933,1.10E+11,23-Feb-22,,,,,,,,,,,,,,,,,,,
POLYMED,POLY MEDICURE LTD,67365198410,744.45,5.28958348,-2.80062671,78945,58770605.25,755.0617636,792.8794482,855.2323815,7787929000,Health Technology,2115801000,33.1944,,23-Feb-22,,,,,,,,,,,,,,,,,,,
RENUKA,SHREE RENUKA SUGAR,67153849865,34.5,9.52380952,-7.38255034,13505555,465941647.5,34.5714061,34.47127889,32.99713653,55553550000,Process Industries,3190000000,11.9004,,23-Feb-22,,,,,,,,,,,,,,,,,,,
TCIEXP,TCI EXPRESS LTD,64514556885,1785.05,6.76774927,0.46714507,22737,40586681.85,1753.792493,1821.883206,1936.654766,8439900000,Transportation,1789000000,26.0405,,23-Feb-22,,,,,,,,,,,,,,,,,,,
BEML,BEML LTD,62795743671,1592.05,5.48267409,-8.36067461,273311,435124777.6,1666.616139,1724.171345,1749.926081,35566414000,Producer Manufacturing,,25.7472,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SUNTECK,SUNTECK REALTY LTD,62233492661,443.85,4.58294062,-1.43237841,444233,197172817.1,453.1165224,471.4159059,483.5056273,6307074000,Finance,1412906000,29.3756,,23-Feb-22,,,,,,,,,,,,,,,,,,,
TRIVENI,TRIVENI ENGINEERIN,61973924358,264.65,3.15727928,-4.54463481,879537,232769467.1,266.4496353,265.9896485,252.387822,44883851000,Process Industries,6239900000,7.9515,,23-Feb-22,,,,,,,,,,,,,,,,,,,
DEEPAKFERT,DEEPAK FERTILISERS,61954627504,539.4,4.99270073,-7.35142563,428787,231287707.8,548.7073277,547.309086,505.49028,58084900000,Process Industries,11274500000,4.49622,,23-Feb-22,,,,,,,,,,,,,,,,,,,
PRAJIND,PRAJ INDUSTRIES,59923347473,350.5,7.48236737,-6.65778961,1082279,379338789.5,360.3896331,374.6992729,373.8166696,13046687000,Producer Manufacturing,1916700000,28.1027,,23-Feb-22,,,,,,,,,,,,,,,,,,,
RTNINDIA,RATTANINDIA ENT LTD,58331780425,44.7,5.92417062,-9.60566229,1651320,73814004,47.6772551,50.02518045,51.36108727,1000000,Utilities,-28793000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
JKLAKSHMI,JK LAKSHMI CEMENT,50739330965,445.75,3.27849861,-5.83078061,134221,59829010.75,472.82507,504.4804482,549.0123898,47274400000,Non-Energy Minerals,9391000000,6.28938,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SHARDACROP,SHARDA CROPCHEM,46445506894,561.3,8.400927,-0.44341965,345869,194136269.7,554.8218493,543.4911678,476.5069114,23912317000,Process Industries,6161698000,4.9147,,23-Feb-22,,,,,,,,,,,,,,,,,,,
JPPOWER,JAIPRAKASH POWER,46055246205,7,4.47761194,-17.64705882,14774401,103420807,7.82292714,8.19246633,7.80173946,33017100000,Utilities,11163000000,10.4398,,23-Feb-22,,,,,,,,,,,,,,,,,,,
HIKAL,HIKAL LTD,44850648079,375.95,3.28296703,-8.31605902,121693,45750483.35,392.2597762,408.5792852,447.054444,17095970000,Process Industries,3888300000,7.44375,,23-Feb-22,,,,,,,,,,,,,,,,,,,
RPOWER,RELIANCE POWER,44133639957,13.55,4.63320463,-8.44594595,22444628,304124709.4,14.37807528,14.89144409,14.78805158,73737900000,Utilities,31925400000,6.91559,,23-Feb-22,,,,,,,,,,,,,,,,,,,
TCI,TRANSPORT CORP OF,44107122920,605.6,6.37625154,-4.99647031,162240,98252544,626.8308434,660.3426456,688.2980882,28023886000,Transportation,3780700000,8.34253,,23-Feb-22,,,,,,,,,,,,,,,,,,,
GAEL,GUJARAT AMBUJA EXP,40099283352,188.45,8.05619266,0.64085447,1559550,293897197.5,185.6947964,187.4055442,182.9802776,47053000000,Process Industries,6624400000,5.27027,,23-Feb-22,,,,,,,,,,,,,,,,,,,
RELIGARE,RELIGARE ENTERPRIS,38679500989,126.25,4.5981773,4.16666667,682948,86222185,125.4265495,127.517069,133.6313615,25081603000,Finance,-6120459000,10.4436,,23-Feb-22,,,,,,,,,,,,,,,,,,,
RCF,RASHTRIYA CHEM & F,38645753814,73,4.28571429,-3.50297422,1441010,105193730,74.04398926,75.66189882,76.87371534,38238500000,Process Industries,8492100000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
GHCL,GHCL,37220182212,423.15,8.44438749,0.41528239,279802,118398216.3,418.0305426,423.694028,418.6105929,29000900000,Process Industries,8265100000,4.47039,,23-Feb-22,,,,,,,,,,,,,,,,,,,
RUPA,RUPA & CO LTD,35758217478,467.65,3.99154992,-2.37970984,620015,289950014.8,475.174458,485.0669113,479.4036812,13113122000,Consumer Non-Durables,2849385000,9.62335,,23-Feb-22,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,GLOBUS SPIRITS LTD,34217849570,1277.75,7.53661,-0.16408173,387471,495091070.3,1281.796314,1342.233693,1371.119159,12302643000,Consumer Non-Durables,3321826000,4.07241,,23-Feb-22,,,,,,,,,,,,,,,,,,,
HATHWAY,HATHWAY CABLE & DA,32038891984,18.7,3.03030303,-6.96517413,3695862,69112619.4,19.73258311,20.51743637,21.2987853,17317700000,Consumer Services,4145500000,6.38489,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SOMANYCERA,SOMANY CERAMICS LD,31879922493,777,3.46893934,-6.13674801,31669,24606813,799.7952908,822.7887132,842.1046248,16459029000,Producer Manufacturing,2433400000,10.9069,,23-Feb-22,,,,,,,,,,,,,,,,,,,
DALMIASUG,DALMIA BHARAT SUGA,31461110072,401.85,3.78357438,-1.65198238,89247,35863906.95,408.2493367,417.0003914,417.8139933,24959700000,Non-Energy Minerals,4432300000,6.98348,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SUPRIYA,SUPRIYA LIFESCIENCE LTD,30732356035,414,8.40534171,-4.32170095,1392975,576691650,420.3262446,439.5803785,,,Health Technology,,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
ARVIND,ARVIND LTD,30084631596,119.65,3.59307359,-8.76858559,1647918,197173388.7,127.3689971,131.3685735,130.5672058,49642200000,Process Industries,7613700000,9.94728,,23-Feb-22,,,,,,,,,,,,,,,,,,,
DOLLAR,DOLLAR INDUSTRIES,28349553765,534.4,6.91207362,-2.33025679,155311,82998198.4,540.9101097,556.0816876,538.093481,10369557000,Consumer Non-Durables,1955302000,10.1847,,23-Feb-22,,,,,,,,,,,,,,,,,,,
RTNPOWER,RATTANINDIA POWER,27978252241,5.5,4.76190476,-9.09090909,6934143,38137786.5,5.85644447,6.22534817,6.27609434,15598612000,Utilities,8373900000,13.1806,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SARDAEN,SARDA ENERGY & MIN,27411837260,785.95,3.07540984,-4.99818687,31662,24884748.9,810.7813634,825.1143632,819.34135,21988100000,Non-Energy Minerals,11747700000,5.95526,,23-Feb-22,,,,,,,,,,,,,,,,,,,
COSMOFILMS,COSMO FILMS LTD,27324492678,1549.95,3.09631502,-9.65024774,44366,68765081.7,1625.124851,1652.027359,1612.053699,22518900000,Process Industries,5366500000,4.43207,,23-Feb-22,,,,,,,,,,,,,,,,,,,
JINDALSAW,JINDAL SAW LTD,27227063795,88.35,3.88007055,-7.63199164,983316,86875968.6,92.9771375,96.76228076,101.0571342,1.06E+11,Producer Manufacturing,14795200000,5.56827,,23-Feb-22,,,,,,,,,,,,,,,,,,,
KIRLFER,KIRLOSKAR FERROUS IND LTD,26940968685,202.55,3.95175776,-2.19700628,89210,18069485.5,202.8949027,205.869929,211.6528089,20380800000,Non-Energy Minerals,7308000000,5.44985,,23-Feb-22,,,,,,,,,,,,,,,,,,,
USHAMART,USHA MARTIN,25659257853,91.95,9.20427553,1.09950522,1388628,127684344.6,88.60337215,88.99741216,89.22130091,20854000000,Producer Manufacturing,3799700000,5.22128,,23-Feb-22,,,,,,,,,,,,,,,,,,,
EVEREADY,EVEREADY INDUSTRIE,25226113906,360.3,3.6387171,13.23067253,1229104,442846171.2,332.3230374,317.6740941,312.2087461,12400723000,Producer Manufacturing,1972211000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
FILATEX,FILATEX INDIA,25083284523,115.35,3.31392745,-5.79828501,805907,92961372.45,119.2556917,120.1693609,115.8778636,22266734000,Process Industries,5741900000,5.86086,,23-Feb-22,,,,,,,,,,,,,,,,,,,
RSYSTEMS,R SYSTEMS INTERNAT,24760911171,218.7,4.41632848,-21.40161725,498832,109094558.4,250.8359667,269.9337919,284.0757854,11556390000,Technology Services,1606440000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
FRETAIL,FUTURE RETAIL LTD,24158754353,47.1,5.72390572,-1.25786164,4062933,191364144.3,46.68086592,47.44598828,48.77658769,63039400000,Retail Trade,-13586700000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
DHAMPURSUG,DHAMPUR SUGAR MILL,24145169523,387.35,6.473337,-2.70032655,714169,276633362.2,387.2499244,385.367963,363.4483383,39944200000,Process Industries,4626519000,7.40542,,23-Feb-22,,,,,,,,,,,,,,,,,,,
GRSE,GARDEN REACH SHIPB,24101740512,219.7,4.22201139,-5.56630131,166900,36667930,225.4012915,230.3752503,232.7044248,11408353000,Producer Manufacturing,1464340000,-10.9834,,23-Feb-22,,,,,,,,,,,,,,,,,,,
GRAVITA,GRAVITA INDIA LTD,23773204889,365.65,5.77089962,-1.77300201,186739,68281115.35,364.8703235,358.8480103,325.1925146,14067282000,Non-Energy Minerals,1833791000,7.23428,,23-Feb-22,,,,,,,,,,,,,,,,,,,
KIRIINDUS,KIRI INDUSTRIES LTD,23745251662,476.8,4.04800873,0.23123818,193477,92249833.6,476.536424,483.0048107,487.4305058,9570286000,Process Industries,1455016000,17.4481,,23-Feb-22,,,,,,,,,,,,,,,,,,,
INDIAGLYCO,INDIA GLYCOL,23439403324,788.25,4.14189457,-3.60745949,147070,115927927.5,809.428866,844.1720365,872.7822127,22915327000,Process Industries,2623100000,8.48846,,23-Feb-22,,,,,,,,,,,,,,,,,,,
JPASSOCIAT,JAIPRAKASH ASSOCIA,23097745192,10.2,8.5106383,2,12924167,131826503.4,10.00413311,10.19991083,10.28917646,49130400000,Producer Manufacturing,7903400000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
SUBROS,SUBROS LTD,22235607804,363.5,5.59186638,6.8489124,190714,69324539,347.5729581,351.1225244,357.3179215,17956520000,Producer Manufacturing,1651100000,12.4397,,23-Feb-22,,,,,,,,,,,,,,,,,,,
AMRUTANJAN,AMRUTANJAN HEALTH,22130509922,791.75,4.8189581,-1.79235922,17937,14201619.75,802.1899151,825.3231293,858.7060953,3328440000,Health Technology,755085000,19.9501,,23-Feb-22,,,,,,,,,,,,,,,,,,,
OPTIEMUS,OPTIEMUS INFRACOM,21891201343,266.7,3.59293067,-9.56256358,64546,17214418.2,282.8675208,291.3516064,301.5653327,1815000000,Distribution Services,-783500000,,,23-Feb-22,,,,,,,,,,,,,,,,,,,
